numer_startowy;numer_klubu;sezon1;sezon2;sezon3
4985;2;438,06;252,09;185,75
4986;2;124,11;176,19;191,97
4987;4;194,02;148,73;211,78
4988;1;108,18;426,43;312,15
4989;4;332,47;278,95;184,26
4990;3;102,42;297,23;297,18
4991;3;278,91;392,52;133,73
4992;4;147,98;292,94;117,29
4993;3;105,49;266,25;382,63
4994;2;181,03;106,19;414,85
4995;4;191,08;124,23;270,28
4996;1;104,40;129,21;255,57
4997;3;395,84;411,81;360,88
4998;4;141,72;158,49;276,43
4999;2;180,44;381,41;308,20
5000;2;415,89;417,50;429,73
